sample_index,time_ns,raw_hex,is_trigger,probe[0],probe[1],probe[2],probe[3],probe[4],probe[5],probe[6],probe[7],probe[8],probe[9],probe[10],probe[11],probe[12],probe[13],probe[14],probe[15]
256,21333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
257,21416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
258,21500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
259,21583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
260,21666.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
261,21750.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
262,21833.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
263,21916.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
264,22000.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
265,22083.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
266,22166.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
267,22250.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
268,22333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
269,22416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
270,22500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
271,22583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
272,22666.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
273,22750.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
274,22833.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
275,22916.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
276,23000.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
277,23083.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
278,23166.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
279,23250.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
280,23333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
281,23416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
282,23500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
283,23583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
284,23666.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
285,23750.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
286,23833.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
287,23916.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
288,24000.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
289,24083.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
290,24166.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
291,24250.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
292,24333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
293,24416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
294,24500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
295,24583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
296,24666.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
297,24750.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
298,24833.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
299,24916.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
300,25000.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
301,25083.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
302,25166.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
303,25250.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
304,25333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
305,25416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
306,25500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
307,25583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
308,25666.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
309,25750.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
310,25833.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
311,25916.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
312,26000.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
313,26083.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
314,26166.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
315,26250.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
316,26333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
317,26416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
318,26500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
319,26583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
320,26666.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
321,26750.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
322,26833.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
323,26916.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
324,27000.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
325,27083.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
326,27166.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
327,27250.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
328,27333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
329,27416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
330,27500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
331,27583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
332,27666.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
333,27750.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
334,27833.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
335,27916.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
336,28000.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
337,28083.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
338,28166.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
339,28250.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
340,28333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
341,28416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
342,28500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
343,28583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
344,28666.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
345,28750.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
346,28833.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
347,28916.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
348,29000.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
349,29083.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
350,29166.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
351,29250.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
352,29333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
353,29416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
354,29500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
355,29583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
356,29666.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
357,29750.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
358,29833.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
359,29916.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
360,30000.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
361,30083.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
362,30166.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
363,30250.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
364,30333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
365,30416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
366,30500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
367,30583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
368,30666.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
369,30750.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
370,30833.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
371,30916.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
372,31000.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
373,31083.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
374,31166.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
375,31250.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
376,31333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
377,31416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
378,31500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
379,31583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
380,31666.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
381,31750.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
382,31833.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
383,31916.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
384,32000.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
385,32083.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
386,32166.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
387,32250.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
388,32333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
389,32416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
390,32500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
391,32583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
392,32666.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
393,32750.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
394,32833.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
395,32916.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
396,33000.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
397,33083.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
398,33166.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
399,33250.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
400,33333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
401,33416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
402,33500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
403,33583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
404,33666.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
405,33750.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
406,33833.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
407,33916.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
408,34000.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
409,34083.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
410,34166.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
411,34250.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
412,34333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
413,34416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
414,34500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
415,34583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
416,34666.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
417,34750.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
418,34833.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
419,34916.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
420,35000.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
421,35083.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
422,35166.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
423,35250.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
424,35333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
425,35416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
426,35500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
427,35583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
428,35666.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
429,35750.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
430,35833.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
431,35916.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
432,36000.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
433,36083.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
434,36166.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
435,36250.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
436,36333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
437,36416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
438,36500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
439,36583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
440,36666.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
441,36750.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
442,36833.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
443,36916.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
444,37000.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
445,37083.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
446,37166.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
447,37250.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
448,37333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
449,37416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
450,37500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
451,37583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
452,37666.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
453,37750.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
454,37833.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
455,37916.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
456,38000.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
457,38083.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
458,38166.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
459,38250.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
460,38333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
461,38416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
462,38500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
463,38583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
464,38666.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
465,38750.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
466,38833.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
467,38916.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
468,39000.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
469,39083.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
470,39166.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
471,39250.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
472,39333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
473,39416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
474,39500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
475,39583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
476,39666.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
477,39750.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
478,39833.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
479,39916.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
480,40000.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
481,40083.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
482,40166.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
483,40250.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
484,40333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
485,40416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
486,40500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
487,40583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
488,40666.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
489,40750.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
490,40833.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
491,40916.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
492,41000.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
493,41083.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
494,41166.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
495,41250.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
496,41333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
497,41416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
498,41500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
499,41583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
500,41666.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
501,41750.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
502,41833.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
503,41916.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
504,42000.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
505,42083.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
506,42166.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
507,42250.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
508,42333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
509,42416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
510,42500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
511,42583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
